texto,objeto_contrato,valor_contrato,multi_anchor_id_ato,multi_anchor_id_dodf,pdf_gold
"EXTRATO DO CONTRATO Nº 08/2021
Processo: 00056-00001194/2020-77. DAS PARTES: Fundação de Amparo ao Trabalhador Preso do Distrito Federal - FUNAP/DF e R DA S COSTA E MENDONCA COMERCIO DE TECIDOS LTDA. DO FUNDAMENTO LEGAL: Lei nº 8.666/1993, Lei Federal 10.520/2002, Decreto Federal nº 10.024/19 e Decreto Distrital 39.103/2018. DO OBJETO: aquisição de máquinas de costuras para as oficinas de capacitação e profissionalização da FUNAP/DF, conforme especificações contidas no  item 03  do Termo de Referência, consoante especifica o Edital nº 01/2021 (Doc. SEI/GDF nº 57517906), da Proposta de (Doc. SEI/GDF nº 59301569), que passam a integrar o Contrato, quantidade estimada, de acordo com a classificação por ela alcançada nos itens 02, 06, 07 e 13, do Pregão Eletrônico 01/2021. DO VALOR: R$ 17.880,00 (dezessete mil oitocentos e oitenta reais); DA DOTAÇÃO ORÇAMENTÁRIA: U.O: 44.201; Programa de Trabalho: 14.421.6217.2426.0015; Fonte de Recurso: 220; Natureza da Despesa: 44.90.52; Empenho nº 2021NE00794; DA VIGÊNCIA: 12 (doze) meses, a partir da assinatura; DATA DA ASSINATURA: 06/10/2021; SIGNATÁRIOS: Pela FUNAP/DF, DEUSELITA PEREIRA MARTINS, na qualidade de Diretora Executiva, e pela Contratada, RONEY MARCOS MILHOMEM MARTINS, na qualidade de Procurador.","aquisição de máquinas de costuras para as oficinas de capacitação e profissionalização da FUNAP/DF, conforme especificações contidas no  item 03  do Termo de Referência, consoante especifica o Edital nº 01/2021 (Doc. SEI/GDF nº 57517906), da Proposta de (Doc. SEI/GDF nº 59301569), que passam a integrar o Contrato, quantidade estimada, de acordo com a classificação por ela alcançada nos itens 02, 06, 07 e 13, do Pregão Eletrônico 01/2021","17.880,00",637-R156,637,DODF 191 08-10-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 10/2021
Processo: 00056-00001194/2020-77. DAS PARTES: Fundação de Amparo ao Trabalhador Preso do Distrito Federal - FUNAP/DF e ALMIX COMERCIO DE SUPRIMENTOS EIRELI. DO FUNDAMENTO LEGAL: Lei nº 8.666/1993, Lei Federal 10.520/2002, Decreto Federal nº 10.024/19 e Decreto Distrital 39.103/2018. DO OBJETO: aquisição de máquinas de costuras para as oficinas de capacitação e profissionalização da FUNAP/DF, conforme especificações contidas no  item 03  do Termo de Referência, consoante especifica o Edital nº 01/2021 (Doc. SEI/GDF nº 57517906), da Proposta de (Doc. SEI/GDF nº 60374590), que passam a integrar o presente Contrato, na quantidade estimada, de acordo com a classificação por ela alcançada nos itens 01, 03, 05, 11 e 12, Pregão Eletrônico 01/2021. DO VALOR: R$ 31.730 (trinta e um mil setecentos e trinta reais); DA DOTAÇÃO ORÇAMENTÁRIA: U.O: 44.201; Programa de Trabalho: 14.421.6217.2426.0015; Fonte de Recurso: 220; Natureza da Despesa: 44.90.52; Empenho nº 2021NE00793; DA VIGÊNCIA: 12 (doze) meses, a partir da assinatura; DATA DA ASSINATURA: 06/10/2021; SIGNATÁRIOS: Pela FUNAP/DF, DEUSELITA PEREIRA MARTINS, na qualidade de Diretora Executiva, e pela Contratada, CLEBER FERNANDES SILVA MENDONÇA, na qualidade de Representante.","aquisição de máquinas de costuras para as oficinas de capacitação e profissionalização da FUNAP/DF, conforme especificações contidas no  item 03  do Termo de Referência, consoante especifica o Edital nº 01/2021 (Doc. SEI/GDF nº 57517906), da Proposta de (Doc. SEI/GDF nº 60374590), que passam a integrar o presente Contrato, na quantidade estimada, de acordo com a classificação por ela alcançada nos itens 01, 03, 05, 11 e 12, Pregão Eletrônico 01/2021",31.730,637-R157,637,DODF 191 08-10-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 18/2021
Processo: 00401-00004054/2020-92. Partes: DEFENSORIA PÚBLICA DO DISTRITO FEDERAL X ELETROQUIP COMERCIO E LICITAÇÕES LTDA. Objeto: aquisição de equipamentos/materiais de consumo de Informática como cabos, conectores RJ45, alicates de climpar, conjunto de chaves de fenda philips e etc, para atender as demandas da Coordenação de Inovação, Tecnologia da Informação e Comunicação - COOTIC da Defensoria Pública do Distrito Federal - DPDF. Fundamento Legal: Pregão Eletrônico nº 009/2021. Valor: R$ 60.900,04 (sessenta mil novecentos reais e quatro centavos). Dotação Orçamentária: Unidade Orçamentária: 48101; Programa de Trabalho: 03.126.8211.2557.0086. Natureza da despesa: 33.90.30.16; 33.90.30.17; 33.90.30.19; 33.90.30.22; 33.90.30.24; 33.90.30.26; 33.90.30.42 e 44.90.52.04; Fonte de Recursos: 100. Vigência: 12 (doze) meses, a contar de sua assinatura. Assinatura: 05/10/2021. Signatários: pela CONTRATANTE, MARIA JOSÉ SILVA SOUZA DE NÁPOLIS, Defensora Pública-Geral, e pela CONTRATADA, LETÍCIA CAROLINE LIMÃO, Representante Legal.","aquisição de equipamentos/materiais de consumo de Informática como cabos, conectores RJ45, alicates de climpar, conjunto de chaves de fenda philips e etc, para atender as demandas da Coordenação de Inovação, Tecnologia da Informação e Comunicação - COOTIC da Defensoria Pública do Distrito Federal - DPDF","60.900,04",637-R159,637,DODF 191 08-10-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 19/2021
Processo: 00401-00004212/2021-95. Partes: DEFENSORIA PÚBLICA DO DISTRITO FEDERAL X EFICÁCIA ORGANIZAÇÃO LTDA-ME. Objeto: prestação de serviços técnicos especializados para contagem e aferição de pontos de função - PFU´s a ser realizada por profissionais devidamente reconhecidos quanto ao conhecimento das regras e procedimentos de contagem, como definidos pelo International Function Point Users Group - IFPUG. Fundamento Legal: Pregão Eletrônico nº 07/2021. Valor: R$ 15.780,00 (quinze mil setecentos e oitenta reais reais). Dotação Orçamentária: Unidade Orçamentária: 48101; Programa de Trabalho:  03.126.8211.2557.0086. Natureza da despesa: 33.90.40.21; Fonte de Recursos: 100. Vigência: 12 meses, a contar da data de sua assinatura, podendo, por interesse da Administração, ser prorrogado por meio de Termo Aditivo. Assinatura: 06/10/2021. Signatários: pela CONTRATANTE, MARIA JOSÉ SILVA SOUZA DE NÁPOLIS, Defensora Pública-Geral, e pela CONTRATADA, APARECIDA CÓRDOVA DE ARAÚJO MEDEIRO GOMES, Representante Legal.","prestação de serviços técnicos especializados para contagem e aferição de pontos de função - PFU´s a ser realizada por profissionais devidamente reconhecidos quanto ao conhecimento das regras e procedimentos de contagem, como definidos pelo International Function Point Users Group - IFPUG","15.780,00",637-R160,637,DODF 191 08-10-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO DE TERMO DE CESSÃO DE USO Nº 02/2021
Processo: 00392-00002860/2019-85. Partes: ADMINISTRAÇÃO REGIONAL DO SETOR COMPLEMENTAR DE INDÚSTRIA E ABASTECIMENTO/RA-SCIA e COMPANHIA DE DESENVOLVIMENTO HABITACIONAL DO DISTRITO FEDERAL-CODHAB/DF, cede dentro do pátio da sede Administração Regional da Cidade Estrutural, área com total de 120,00 M2 localizada no Setor Central, Área Especial 5 s/n CIDADE ESTRUTURAL/DF, CEP: 71255-050, com as devidas coordenadas: N= -15.7821143 e Z= -47.9971908. A cessão de uso é cedida a título precário e gratuito; Vigência: O Termo de Cessão terá vigência por tempo indeterminado. Data da Assinatura: 25 de maio de 2021. Signatários: Pelo Distrito Federal. Administradora Regional, JOSIVANIA JORGE DA SILVA GURGEL, e o Senhor Diretor - Presidente, WELLINGTON LUIZ DE SOUZA SILVA.","cede dentro do pátio da sede Administração Regional da Cidade Estrutural, área com total de 120,00 M2 localizada no Setor Central, Área Especial 5 s/n CIDADE ESTRUTURAL/DF, CEP: 71255-050, com as devidas coordenadas: N= -15.7821143 e Z= -47.9971908","120,00",637-R162,637,DODF 191 08-10-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 10/2021
Processo: 00193-00000723/2020-12. PARTES: FUNDAÇÃO DE APOIO À PESQUISA DO DISTRITO FEDERAL - FAPDF, como CONTRATANTE, e a empresa CONNEC TELECOMUNICAÇÕES E INFORMÁTICA LTDA, como CONTRATADA. DO OBJETO: contratação de empresa especializada para prestação de Serviços de Telecomunicações (serviço telefônico fixo comutado STFC, LDN e solução de telefonia fixa corporativa baseada na tecnologia VoIP). VALOR: R$ 143.376,72 (cento e quarenta e três mil trezentos e setenta e seis reais e setenta e dois centavos) e correrá à conta de dotações orçamentárias consignadas no orçamento corrente previsto em Lei Orçamentária Anual. DA DOTAÇÃO ORÇAMENTÁRIA: A despesa correrá à conta da seguinte Dotação Orçamentária: UO: 40.201; PROGRAMA DE TRABALHO: 19.122.8207.8517.0141, FONTE DE RECURSO: 100; EMPENHO 2021NE00243, DATADO DE: 21/07/2021, VALOR DO EMPENHO INICIAL:R$ 71.688,36 (setenta e um mil seiscentos e oitenta e oito reais e trinta e seis centavos). DO PRAZO VIGÊNCIA: O prazo de vigência é de 12 (doze) meses. DA ASSINATURA: 22/07/2021. DOS SIGNATÁRIOS: Pela FAPDF: MARCO ANTÔNIO COSTA JÚNIOR, Diretor-Presidente e pela CONTRATADA: PAULA TATIANE DE MATOS, Representante legal.","contratação de empresa especializada para prestação de Serviços de Telecomunicações (serviço telefônico fixo comutado STFC, LDN e solução de telefonia fixa corporativa baseada na tecnologia VoIP)","143.376,72",637-R163,637,DODF 191 08-10-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 11/2021
Processo: 00392-00013198/2020-22   Contratante: Companhia de Desenvolvimento Habitacional do Distrito Federal/CODHAB - CNPJ: 09.335.575/0001-30; Contratada: CONSÓRCIO AeT/VOLAR, representado pelas empresas AeT ARQUITETURA PLANEJAMENTO E TRANSPORTES LTDA. (empresa líder do consórcio), CNPJ/MF nº 01.136.983/0001-50 e VOLAR ENGENHARIA LTDA., CNPJ/MF nº 28.812.523/0001-51. Objeto: contratação de empresa especializada para prestação de serviços para elaboração de projetos e estudos para regularização urbanística e fundiária de áreas de interesse social inseridas na Região Administrativa de SÃO SEBASTIÃO   RA XIV, nos termos descritos para o LOTE 02, constante no item 4 e 6 do Projeto Básico e item 1.2. do Contrato. Fundamentação Legal: conforme Edital de Concorrência nº 012/2020. Dotação Orçamentária: UO 28.209. Programa de Trabalho: 15.127.6208.4011.0003. Natureza da Despesa: 33.90.39. Fontes: 100. A despesa será inicialmente custeada pelas Notas de Empenho nºs 2021NE00455 e 2021NE00456, emitidas em 28/07/2021. Valor do Contrato de R$2.143.288,61 (dois milhões, cento e quarenta e três mil duzentos e oitenta e oito reais e sessenta e um centavos). Modalidade: Global. Evento: 400091. Data da Assinatura: 29/07/2021. Vigência: 24 (vinte e quatro) meses. Signatários: Pela CODHAB   WELLINGTON LUIZ DE SOUZA SILVA, como Diretor Presidente, pelo CONSÓRCIO AeT/VOLAR   ANA CECÍLIA PARISI, FERNANDO MARQUES ELY, como Representantes do Consórcio.","contratação de empresa especializada para prestação de serviços para elaboração de projetos e estudos para regularização urbanística e fundiária de áreas de interesse social inseridas na Região Administrativa de SÃO SEBASTIÃO   RA XIV, nos termos descritos para o LOTE 02, constante no item 4 e 6 do Projeto Básico e item 1.2. do Contrato","2.143.288,61",637-R164,637,DODF 191 08-10-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 13/2021
Processo: 00392-00013198/2020-22   Contratante: Companhia de Desenvolvimento Habitacional do Distrito Federal/CODHAB - CNPJ: 09.335.575/0001-30; Contratada: CONSÓRCIO PRISMA/A ROSSETTO, representado pelas empresas PRISMA CONSULTORIA E ENGENHARIA LTDA. (empresa líder do consórcio), CNPJ/MF nº 02.429.986/0001-45 e A ROSSETTO FILHO - EPP, CNPJ/MF nº 29.079.618/0001-70. Objeto: contratação de empresa especializada para prestação de serviços para elaboração de projetos e estudos para regularização urbanística e fundiária de áreas de interesse social inseridas na Região Administrativa de SÃO SEBASTIÃO   RA XIV, nos termos descritos para o LOTE 03, constante no item 4 e 6 do Projeto Básico e item 1.2. do Contrato. Fundamentação Legal: conforme Edital de Concorrência nº 012/2020. Dotação Orçamentária: UO 28.209. Programa de Trabalho: 15.127.6208.4011.0003. Natureza da Despesa: 33.90.39. Fontes: 100. A despesa será inicialmente custeada pelasNotas de Empenho nºs 2021NE00457 e 2021NE00458, emitidas em 28/07/2021. Valor do Contrato de R$4.012.544,14 (quatro milhões, doze mil quinhentos e quarenta e quatro reais e quatorze centavos). Modalidade: Global. Evento: 400091. Data da Assinatura: 29/07/2021. Vigência: 24 (vinte e quatro) meses. Signatários: Pela CODHAB   WELLINGTON LUIZ DE SOUZA SILVA, como Diretor Presidente, pelo CONSÓRCIO PRISMA/A ROSSETTO   MARCO ANTÔNIO MACEDO DINIZ, ADELCKE ROSSETTO FILHO, como Representantes do Consórcio.","contratação de empresa especializada para prestação de serviços para elaboração de projetos e estudos para regularização urbanística e fundiária de áreas de interesse social inseridas na Região Administrativa de SÃO SEBASTIÃO   RA XIV, nos termos descritos para o LOTE 03, constante no item 4 e 6 do Projeto Básico e item 1.2. do Contrato","4.012.544,14",637-R165,637,DODF 191 08-10-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 07/2021
Processo: 00391-00002539/2021-43. Partes: INSTITUTO DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS DO DISTRITO FEDERAL - Brasília Ambiental X JL VETERINÁRIA E PETSHOP EIRELLI ME. OBJETO: Prestação de serviços de castração de caninos e felinos (ováriosalpingo-histerectomia e orquiectomia). VALOR: R$ 203.871,28 (duzentos e três mil oitocentos e setenta e um reais e vinte e oito centavos), conforme Nota de Empenho nº 2021NE00585. DOTAÇÃO ORÇAMENTÁRIA: PROGRAMA DE TRABALHO: 18.542.6210.2536.0001; FONTE DE RECURSO: 100; CÓDIGO U.O. 21208; NATUREZA DA DESPESA: 33.90.39; EVENTO: 400091; VIGÊNCIA: 03 (três) meses, contados a partir da DATA DE ASSINATURA: 22/07/2021. SIGNATÁRIOS: Pelo Brasília Ambiental: CLÁUDIO JOSÉ TRINCHÃO SANTOS, Presidente, e pela Contratada: LUIZ ALBERTO GOMES DE ANDRADE, Representante Legal.",Prestação de serviços de castração de caninos e felinos (ováriosalpingo-histerectomia e orquiectomia),"203.871,28",637-R166,637,DODF 191 08-10-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO BRB Nº 191/2021 (*)
Contratada: RTM - REDE DE TELECOMUNICAÇÕES PARA O MERCADO LTDA. Modalidade: Inexigibilidade de licitação com base no Artigo 7º, inciso II do Regulamento de Licitações e Contratos do BRB. Objeto: Locação de acessos de telecomunicações visando acesso ao ponto de presença da RTM. Vigência: 09/09/2021 à 08/09/2024. Valor Total: R$ 80.842,68. Gestor: José Maria Correa Dias Júnior. Pela BRB-DTVM: Alexsandra Camelo Braga, pelo BRB: Fabiano Pereira Cortes e pela Contratada: Adriane dos Santos Rego e André Castro de Mello. Processo 041.001.026/2021. As despesas decorrentes do presente contrato correrão com base no orçamento de investimentos e dispêndios, natureza 4 - Dispêndio das Estatais e Fonte 1 - geração própria. Bruno Costa Nunes - Gerente de área e.e.

___________________

(*) Republicado por ter sido encaminhado com incorreção no original, publicado no DODF nº 189, de 06 de outubro de 2021, página 51.",Locação de acessos de telecomunicações visando acesso ao ponto de presença da RTM,"80.842,68",637-R167,637,DODF 191 08-10-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO BRB Nº 195/2021 (*)
Contratada: RTM - REDE DE TELECOMUNICAÇÕES PARA O MERCADO LTDA. Modalidade: Inexigibilidade de licitação com base no Artigo 7º, inciso II do Regulamento de Licitações e Contratos do BRB. Objeto: Contratação de Monitoramento e Gerenciamento de sistemas e redes pela RTM. Vigência: 09/09/2021 à 08/09/2024. Valor Total: R$ 27.646,92. Gestor: José Maria Correa Dias Júnior. Pela BRB-DTVM: Alexsandra Camelo Braga, pelo BRB: Fabiano Pereira Cortes e pela Contratada: Adriane dos Santos Rego e André Castro de Mello. Processo 041.001.026/2021. As despesas decorrentes do presente contrato correrão com base no orçamento de investimentos e dispêndios, natureza 4 - Dispêndio das Estatais e Fonte 1 - geração própria. Bruno Costa Nunes - Gerente de área e.e.4

___________________

(*) Republicado por ter sido encaminhado com incorreção no original, publicado no DODF nº 189, de 06 de outubro de 2021, página 51.",Contratação de Monitoramento e Gerenciamento de sistemas e redes pela RTM,"27.646,92",637-R168,637,DODF 191 08-10-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO BRB Nº 196/2021(*)
Contratada: RTM - REDE DE TELECOMUNICAÇÕES PARA O MERCADO LTDA. Modalidade: Inexigibilidade de licitação com base no Artigo 7º, inciso II do Regulamento de Licitações e Contratos do BRB. Objeto: Locação de bem móvel. Vigência: 09/09/2021 à 08/09/2024. Valor Total: R$ 29.000,88. Gestor: José Maria Correa Dias Júnior. Pela BRB-DTVM: Alexsandra Camelo Braga, pelo BRB: Fabiano Pereira Cortes e pela Contratada: Adriane dos Santos Rego e André Castro de Mello. Processo nº: 041.001.026/2021. As despesas decorrentes do presente contrato correrão com base no orçamento de investimentos e dispêndios, natureza 4 - Dispêndio das Estatais e Fonte 1 - geração própria. Bruno Costa Nunes - Gerente de área e.e

___________________

(*) Republicado por ter sido encaminhado com incorreção no original, publicado no DODF nº 189, de 06 de outubro de 2021, página 51.",Locação de bem móvel,"29.000,88",637-R169,637,DODF 191 08-10-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO BRB Nº 209/2021
Contratada: CONSIGNET SISTEMAS LTDA. Modalidade: Inexigibilidade de licitação com base no Artigo 7º, inciso II do Regulamento de Licitações e Contratos do BRB. Objeto: Concessão de licença de uso, suporte e manutenção de software. Vigência: 06/10/2021 à 05/10/2026. Valor: 2.000,00. Gestor: Bruna Gomes de Araújo. Pelo BRB: Dario Oswaldo Garcia Júnior e pela Contratada: Reinalo da Silva Júnior. Processo 041.000.015/2021. As despesas decorrentes do presente contrato correrão com base no orçamento de investimentos e dispêndios, natureza 4 - Dispêndio das Estatais e Fonte 1 - geração própria. Bruno Costa Nunes - Gerente de área e.e.","Concessão de licença de uso, suporte e manutenção de software","2.000,00",637-R170,637,DODF 191 08-10-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 16/2021
Processo: 00056-00002072/2021-89. Das Partes: Fundação de Amparo ao Trabalhador Preso do Distrito Federal - FUNAP/DF e MIL PRINT INFORMÁTICA EIRELI   EPP. DO FUNDAMENTO LEGAL: Lei nº 8.666/1993 e Lei Federal 10.520/2002. Do Objeto: aquisição de impressoras para renovação e atendimento do parque tecnológico da FUNAP/DF, conforme especificações contidas no  item 01  do Termo de Referência, (Doc. SEI/GDF Nº 68426207), da Proposta de (Doc. SEI/GDF Nº 69986292), que passam a integrar o Contrato. DO VALOR: R$ 14.500,00 (quatorze mil e quinhentos reais); DA DOTAÇÃO ORÇAMENTÁRIA: U.O: 44.201; Programa de Trabalho: 14.122.8217.1471.0036; Fonte de Recurso: 220; Natureza da Despesa: 44.90.52; Nota de Empenho nº 2021NE00963; DA VIGÊNCIA: 12 (doze) meses, a partir da assinatura; DATA DA ASSINATURA: 13/10/2021; SIGNATÁRIOS: Pela FUNAP/DF, DEUSELITA PEREIRA MARTINS, na qualidade de Diretora Executiva, e pela Contratada, FAUSTO QUEIRÓS DE SÁ, na qualidade de Diretor Executivo.","aquisição de impressoras para renovação e atendimento do parque tecnológico da FUNAP/DF, conforme especificações contidas no  item 01  do Termo de Referência, (Doc. SEI/GDF Nº 68426207), da Proposta de (Doc. SEI/GDF Nº 69986292), que passam a integrar o Contrato","14.500,00",637-R171,637,DODF 191 08-10-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 21/2021
Processo: 00401-00008404/2021-71. Partes: DEFENSORIA PÚBLICA DO DISTRITO FEDERAL X NORTHWARE COMÉRCIO E SERVIÇOS LTDA. Objeto: aquisição de equipamentos de informática microcomputadores (workstation) para suprir a atual demanda da Defensoria Pública do Distrito Federal - DPDF. Fundamento Legal: Pregão Eletrônico nº 057/2020. Valor: R$ 147.795,00 (cento e quarenta e sete mil e novecentos e cinquenta reais). Dotação Orçamentária: Unidade Orçamentária: 48101; Programa de Trabalho: 03.122.6211.3030.9630. Natureza da despesa: 44.90.52.35. Fonte de Recursos: 100. Vigência:06 (seis) meses, a contar de sua assinatura. Assinatura: 13/10/2021. Signatários: pela CONTRATANTE, MARIA JOSÉ SILVA SOUZA DE NÁPOLIS, Defensora Pública-Geral, e pela CONTRATADA, SIDCLAY HENRIQUE BALBUENA DE OLIVEIRA, Representante Legal.",aquisição de equipamentos de informática microcomputadores (workstation) para suprir a atual demanda da Defensoria Pública do Distrito Federal - DPDF,"147.795,00",637-R172,637,DODF 191 08-10-2021 INTEGRA.pdf
"EXTRATO DE CONTRATO
Espécie: Contratação de empresa especializada na prestação de serviços de telecomunicações por meio de uma rede IP/MPLS para a Companhia Energética de Brasília - CEB. Contrato nº 31/2021 - CJU/CEB-H. Processo 00093-00000402/2021-37. Contratada: NETWORLD TELECOMUNICAÇÕES DO BRASIL LTDA. Inscrita sob o CNPJ nº 00.545.482/0001-65. Do Objeto: Contratação de empresa especializada na prestação de serviços de telecomunicações por meio de uma rede IP/MPLS, ao qual visa integrar as unidades do grupo CEB do Edifício Ion com as redes de Iluminação Pública instalada no SIA e a Usina Hidrelétrica do Paranoá, formando uma rede de dados, voz e vídeo conferência para a Companhia Energética de Brasília e demais empresas do grupo. Do Valor: R$ 49.992,00 (quarenta e nove mil, novecentos e noventa e dois reais). Do Prazo De Vigência: 12 (doze) meses contados da data da assinatura do contrato. Da assinatura do contrato: 08 de julho de 2021. Pela CEB: EDISON ANTONIO COSTA BRITTO GARCIA, Diretor-Presidente, e FAUSTO DE PAULA MENEZES BANDEIRA, Diretor Administrativo-Financeiro e de Relações com Investidores (Substituto). Pela contratada: MARCOS ANDRÉ FIGUEIREDO CHAVES, Representante Legal.","Contratação de empresa especializada na prestação de serviços de telecomunicações por meio de uma rede IP/MPLS, ao qual visa integrar as unidades do grupo CEB do Edifício Ion com as redes de Iluminação Pública instalada no SIA e a Usina Hidrelétrica do Paranoá, formando uma rede de dados, voz e vídeo conferência para a Companhia Energética de Brasília e demais empresas do grupo","49.992,00",637-R175,637,DODF 191 08-10-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO DE EXECUÇÃO DE OBRAS Nº 01/2022-SEJUS - SIGGO Nº 045618
Processo: 00400-00004964/2022-65. PARTES: O Distrito Federal, por meio da Secretaria de Estado de Justiça e Cidadania X EDIFICARE ENGENHARIA e CONSTRUÇÕES EIRELI. OBJETO: A execução de obra de construção do edifício Sede do Conselho Tutelar da Estrutural, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal (SEJUS), Lote 01, de acordo com as especificações constantes Projeto Básico,, devidamente aprovado, do Edital de Licitação, do Resultado de licitação, do Termo de Homologação, do Termo de Adjudicação, da Proposta e demais documentos referenciados no processo. VALOR: O valor total do Contrato é de R$ 1.046.145,72 (um milhão, quarenta e seis mil cento e quarenta e cinco reais e setenta e dois centavos), devendo a importância ser atendida à conta de dotações orçamentárias consignadas no orçamento corrente   Lei Orçamentária de 2022. DOTAÇÃO ORÇAMENTÁRIA: A despesa correrá à conta da seguinte Dotação Orçamentária: I   Unidade Orçamentária: 44.908; II   Programa de Trabalho: 14.243.6211.3009.0001; III   Natureza da Despesa: 44.90.51.02; IV   Fonte de Recursos: 100; V   A Nota de Empenho nº 2022NE00142 será reforçada quantas vezes forem necessárias para o cumprimento do contrato. DA VIGÊNCIA: O contrato terá vigência de 95 (noventa e cinco) dias, compreendendo o período de 28 de janeiro de 2022 a 02 de maio de 2022. DATA DE ASSINATURA: 28/01/2022. SIGNATÁRIOS: Pelo DISTRITO FEDERAL: JAIME SANTANA DE SOUSA, na qualidade de Secretário Executivo, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal. Pela CONTRATADA: EDUARDO CATANANTI JUNQUEIRA, na qualidade de Representante Legal.","A execução de obra de construção do edifício Sede do Conselho Tutelar da Estrutural, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal (SEJUS), Lote 01, de acordo com as especificações constantes Projeto Básico,, devidamente aprovado, do Edital de Licitação, do Resultado de licitação, do Termo de Homologação, do Termo de Adjudicação, da Proposta e demais documentos referenciados no processo","1.046.145,72",637-R176,637,DODF 191 08-10-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO DE EXECUÇÃO DE OBRAS Nº 02/2022-SEJUS - SIGGO Nº 045617
Processo: 00400-00004968/2022-43. PARTES: O Distrito Federal, por meio da Secretaria de Estado de Justiça e Cidadania X H2F CONSTRUÇÕES E SERVIÇOS TERCEIRIZADOS DE MÃO DE OBRA EIRELII. OBJETO: A execução de obra de construção dos edifícios sede dos Conselhos Tutelares do Sol Nascente, e de Santa Maria II da Secretaria de Estado de Justiça e Cidadania do Distrito Federal (SEJUS), referentes ao Lote 02, e Lote 03, de acordo com as especificações constantes Projeto Básico devidamente aprovado, do Edital de Licitação, do Resultado de Licitação, do Termo de Homologação, do Termo de Adjudicação, das Propostas e demais documentos referenciados no processo. VALOR: O valor total do Contrato é de R$ 2.199.556,02 (dois milhões, cento e noventa e nove mil quinhentos e cinquenta e seis reais e dois centavos), devendo a importância ser atendida à conta de dotações orçamentárias consignadas no orçamento corrente   Lei Orçamentária de 2022. DOTAÇÃO ORÇAMENTÁRIA: A despesa correrá à conta da seguinte Dotação Orçamentária: I   Unidade Orçamentária: 44.908; II   Programa de Trabalho: 14.243.6211.3009.0001; III   Natureza da Despesa: 44.90.51; IV   Fonte de Recursos: 100; V   A Nota de Empenho nº 2022NE00141 será reforçada quantas vezes forem necessárias para o cumprimento do contrato. DA VIGÊNCIA: O contrato terá vigência de 95 (noventa e cinco) dias, compreendendo o período de 28 de janeiro de 2022 a 02 de maio de 2022. DATA DE ASSINATURA: 28/01/2022. SIGNATÁRIOS: Pelo DISTRITO FEDERAL: JAIME SANTANA DE SOUSA, na qualidade de Secretário Executivo, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal. Pela CONTRATADA:  ISABEL MARQUEZ TEODORO, na qualidade de Representante Legal.","A execução de obra de construção dos edifícios sede dos Conselhos Tutelares do Sol Nascente, e de Santa Maria II da Secretaria de Estado de Justiça e Cidadania do Distrito Federal (SEJUS), referentes ao Lote 02, e Lote 03, de acordo com as especificações constantes Projeto Básico devidamente aprovado, do Edital de Licitação, do Resultado de Licitação, do Termo de Homologação, do Termo de Adjudicação, das Propostas e demais documentos referenciados no processo","2.199.556,02",637-R177,637,DODF 191 08-10-2021 INTEGRA.pdf
